SCHL,WAGP,FOD1P,OCCP,AGEP
20,1900,,3220,22
21,0,6203,800,50
22,200000,6210,4850,47
23,0,3700,,94
16,0,,,89
17,0,,5140,54
16,62000,,9130,44
1,0,,,16
16,0,,,88
16,0,,4020,37
16,0,,,90
19,0,,4720,20
21,87000,6201,800,46
18,110000,,800,48
21,0,2304,,60
16,14000,,5700,21
14,16000,,9510,19
19,40000,,3930,33
16,36000,,5400,31
2,,,,4
10,,,,12
16,5400,,1560,66
20,44000,,5120,53
16,6300,,8140,20
21,104000,5301,2840,44
21,0,5901,,75
16,0,,,72
19,0,,,69
23,0,6201,,63
7,0,,,94
16,0,,,88
16,0,,,77
21,0,1903,,85
21,51000,4901,2320,58
17,0,,,68
16,0,,5860,67
21,106000,5200,1020,52
21,34000,6104,2040,50
19,2500,,2800,19
12,0,,,16
21,178000,2408,300,53
21,36700,3606,3110,52
21,1400,6002,2900,24
19,4000,,1460,20
23,223000,3600,2100,37
21,0,1903,,34
2,,,,4
,,,,2
16,31000,,8030,51
16,0,,8140,24
22,44000,6005,2200,38
22,0,4001,2630,37
1,,,,4
,,,,2
16,0,,,22
19,0,,4710,35
16,3000,,4220,37
11,0,,,15
16,0,,8965,62
19,0,,9120,43
22,56000,5098,2310,40
18,0,,,18
12,0,,,15
1,,,,5
19,43000,,7340,35
21,120000,6200,430,41
21,0,5098,2630,35
6,,,,9
20,26000,,4760,63
21,52000,5402,3320,50
22,53000,2310,2000,40
19,63000,,3850,45
7,,,,9
22,110000,2311,2830,60
16,0,,8750,57
16,0,,5120,59
21,0,1401,430,40
19,65000,,2830,49
10,,,,14
8,,,,11
7,,,,9
3,,,,5
19,0,,9130,27
16,0,,,32
16,58000,,800,46
19,13000,,5400,26
20,35000,,4810,25
1,0,,,75
19,24000,,4230,52
13,0,,,16
10,,,,13
5,,,,8
5,,,,8
23,130000,6203,2100,66
19,0,,4760,65
14,0,,4600,73
20,0,,,72
24,148000,3601,430,51
23,100000,6402,2100,43
4,,,,7
2,,,,4
19,88000,,136,53
16,0,,4230,47
7,,,,11
21,0,6203,930,60
1,0,,,90
22,120000,2414,1410,39
21,0,4001,,38
11,,,,14
9,,,,12
5,,,,8
19,0,,,94
17,15400,,4320,49
16,13400,,4720,23
3,,,,4
,,,,1
21,0,1303,430,65
24,43400,3600,2040,68
24,0,3600,1650,68
16,140000,,3740,50
18,35000,,5700,50
21,109000,1901,1020,38
22,171000,5003,565,37
16,0,,,79
13,0,,,76
16,20000,,4760,41
17,0,,7340,43
16,0,,5400,68
13,0,,4020,46
21,0,3301,,74
18,0,,5600,29
9,,,,12
24,99000,5002,1650,38
24,75000,6108,1005,39
4,,,,6
1,,,,3
21,0,2304,,60
20,125000,,630,51
21,111000,6203,420,55
22,0,3301,2540,59
22,90000,3301,2320,80
21,0,6402,,68
23,145000,3600,3060,33
20,71000,,1105,49
24,150000,6106,3060,60
19,7700,,5700,22
21,67000,2100,630,37
21,76000,6201,820,36
2,,,,3
16,50000,,7330,45
16,24000,,3640,44
16,2200,,4720,18
11,0,,,88
22,130000,6207,220,46
21,6500,5200,2310,46
11,,,,14
6,,,,9
4,,,,7
11,40000,,7315,60
,,,,2
,,,,1
16,20000,,4230,45
21,50000,6207,2040,38
21,58000,2304,2310,38
8,,,,11
5,,,,8
3,,,,6
22,42200,2599,2200,33
22,0,2102,,30
,,,,0
21,9000,6001,5620,61
19,0,,3600,59
18,5000,,6355,39
19,0,,,64
16,0,,,66
17,0,,,40
21,100000,5901,2340,33
21,26000,3600,3420,24
19,12000,,8140,24
16,43000,,5700,62
16,0,,,87
21,160000,6201,800,60
22,415000,5505,4710,48
22,200000,3700,4700,46
5,,,,8
4,,,,7
21,86000,5506,5940,48
21,96000,5507,50,48
14,0,,,16
8,,,,11
22,43000,5200,2310,32
19,43000,,4250,39
13,1600,,9620,31
19,7800,,4720,71
19,62000,,430,41
18,12000,,9130,40
11,,,,14
10,,,,12
2,,,,6
23,40000,3600,3110,58
22,20000,5506,4810,61
19,16000,,10,62
23,0,6107,3010,56
21,7500,5506,4760,25
19,0,,,67
20,35000,,5840,51
11,,,,13
5,,,,8
18,0,,5120,31
21,16800,6200,4760,53
21,18000,6200,5620,54
20,0,,9920,24
19,20000,,4250,59
21,46000,6003,9050,54
21,120000,5506,600,47
18,12000,,2540,52
11,,,,13
11,,,,13
16,20000,,8965,49
16,0,,9920,60
14,27500,,4020,60
18,0,,5620,47
21,77000,6203,1107,38
11,0,,,74
17,0,,,71
19,0,,7000,55
19,40000,,640,26
21,2000,6109,4030,22
21,18000,2201,4700,42
16,0,,,94
21,150000,3301,2900,37
21,0,5506,735,41
,,,,2
24,49100,5506,430,84
22,130000,1100,430,52
3,,,,7
2,,,,5
21,0,1501,4710,44
21,0,6000,430,56
20,8000,,2830,24
19,0,,6440,65
16,24500,,9620,60
14,12000,,5620,23
17,9500,,4720,18
16,14000,,4610,37
19,75000,,630,43
5,,,,8
2,,,,4
16,40000,,310,48
19,0,,,73
18,0,,9620,40
16,2000,,9620,24
19,0,,4120,59
24,56000,3600,1650,58
21,4000,2400,9120,67
19,30000,,3640,43
12,0,,,16
4,,,,8
19,70000,,5000,27
24,415000,3600,3060,43
16,0,,4965,30
20,106000,,2340,50
22,83000,2106,800,55
23,95000,5200,3110,57
14,40,,4430,17
21,72000,5200,3740,52
16,50000,,5330,49
22,6000,5501,3420,22
21,68000,2901,2310,52
21,112000,6200,20,52
21,0,1901,,53
9,,,,12
9,,,,12
22,130000,2502,430,53
21,8000,1501,2340,59
17,0,,9510,70
17,4000,,4720,59
17,45000,,4710,40
16,34000,,6320,44
18,5500,,4510,19
5,,,,8
20,74000,,5000,26
19,175000,,4840,50
24,0,6102,,53
8,,,,13
1,,,,4
16,0,,5400,56
16,12000,,7800,50
16,18700,,9620,52
14,5000,,9620,46
18,25000,,4530,25
2,,,,3
,,,,1
16,25000,,3930,25
21,0,6203,,84
21,0,6402,,85
20,9600,,3730,57
16,0,,220,38
21,120000,6005,2630,45
21,70000,6107,3255,43
8,,,,10
4,,,,7
17,0,,,39
15,0,,,59
16,0,,,85
19,0,,9920,21
21,415000,6212,5410,45
21,0,6206,,47
10,,,,12
5,,,,9
19,0,,,68
19,47000,,4700,71
24,21000,6002,2200,28
22,40000,2314,2340,26
1,0,,,68
16,0,,,62
18,0,,,61
23,139000,6402,3060,33
16,0,,3645,66
16,0,,,64
19,57000,,3850,37
19,49000,,9810,34
5,,,,8
6,,,,10
16,19200,,5700,59
8,0,,,73
14,0,,,19
18,109000,,1050,49
19,113000,,1107,46
19,5000,,4720,19
16,28800,,7000,73
16,0,,,64
20,0,,310,26
18,80000,,4850,34
,,,,1
5,,,,8
21,0,5506,1300,56
22,86000,3301,410,41
22,125000,3600,630,42
21,50000,2414,6200,48
21,0,6201,,49
4,,,,7
1,,,,4
21,50000,2406,1540,31
21,0,2406,,31
16,37000,,5120,34
21,140000,4101,20,58
21,0,2300,,57
19,0,,4110,19
23,125000,3601,3060,36
20,0,,,70
20,2500,,4760,67
22,55000,2300,2310,37
21,95000,6203,10,70
17,6700,,5700,68
22,18900,2304,2310,23
16,45000,,5800,55
16,35000,,7220,55
16,179000,,3930,27
21,15000,6004,4760,27
2,,,,4
14,30000,,5400,18
,,,,0
24,60000,5003,350,65
22,48000,5502,410,55
21,0,3301,710,50
20,0,,9920,49
16,0,,,21
19,0,,,19
23,150000,3600,3060,42
23,146000,2400,2100,47
7,,,,10
5,,,,8
3,,,,6
16,0,,,30
20,70000,,3850,29
16,5000,,2440,70
14,0,,9140,72
18,51000,,7210,25
18,0,,2540,27
,,,,0
5,,,,8
3,,,,7
21,62000,6212,710,24
21,66000,2414,430,25
21,65000,2414,1460,24
21,60000,2414,1460,24
11,29000,,9130,33
22,130000,2408,1530,41
23,19500,6211,2100,42
1,,,,4
,,,,1
21,24100,2304,4600,27
13,2000,,4230,39
14,0,,6200,45
16,0,,9920,19
16,0,,,80
16,20000,,2540,68
18,32000,,5120,53
21,44000,2304,4720,56
21,5300,6201,800,27
21,67000,6201,800,26
1,,,,3
21,0,5507,,36
24,100000,5007,1760,37
3,,,,6
1,,,,5
,,,,2
21,44300,1903,2200,59
18,35000,,430,56
19,0,,4220,54
19,32000,,5700,61
21,100000,5301,3850,41
21,108000,6107,3255,38
7,,,,10
3,,,,7
20,55000,,1220,57
22,40000,6109,5140,53
19,0,,,72
21,500,2307,2300,42
10,,,,13
8,,,,11
6,,,,9
4,,,,7
7,,,,10
18,73000,,430,46
15,17000,,8965,26
2,,,,5
1,,,,3
,,,,2
19,3000,,4610,50
19,35000,,2010,31
4,,,,7
21,75000,2414,1460,54
16,10800,,5700,58
19,0,,,77
24,120000,5501,1800,60
18,40000,,5160,27
21,0,3606,725,26
22,0,6006,,58
14,0,,,18
14,0,,4720,28
5,,,,9
4,,,,7
2,,,,4
,,,,2
16,90000,,7410,22
19,75000,,7630,42
19,30000,,2310,42
13,3600,,4110,16
9,,,,12
16,43500,,7700,55
16,26500,,5240,43
5,,,,8
18,0,,4965,63
16,0,,,66
22,0,4901,,87
21,55000,5200,3255,48
8,,,,13
9,,,,13
8,,,,12
16,0,,,60
15,79000,,7330,50
1,,,,6
9,0,,,73
20,50000,,3300,44
16,60000,,4220,60
19,25000,,3500,60
18,0,,5860,33
5,,,,7
,,,,0
10,12000,,4220,72
16,0,,,69
16,21000,,5620,25
,,,,2
21,55000,6203,3255,23
20,38000,,5700,45
14,3400,,4150,16
18,8200,,5400,65
16,42700,,3930,35
12,0,,,15
16,5500,,4250,21
21,37000,6203,4200,47
21,35000,5200,5910,39
21,140000,2102,1020,41
21,0,2304,5400,41
9,,,,12
7,,,,10
5,,,,8
2,,,,5
22,96000,2503,4850,61
21,41700,6203,9000,57
16,50000,,6355,35
21,67000,5507,230,34
3,,,,7
,,,,1
17,0,,3600,61
17,0,,,38
16,5000,,5610,19
3,,,,6
16,62000,,8255,45
16,27000,,3600,24
19,163000,,1320,57
22,14000,6109,3150,48
23,110000,5007,2100,47
11,,,,13
8,,,,11
21,150000,1901,4760,40
8,,,,10
4,,,,7
22,0,6207,800,54
12,0,,,15
16,0,,,69
16,0,,,82
19,0,,5700,35
21,40000,4101,4810,38
1,,,,3
21,55000,6201,800,63
24,5400,2399,2340,55
21,0,6206,1020,33
21,21500,6003,4240,30
17,0,,6320,57
19,0,,4920,49
19,0,,,81
17,45000,,4220,60
16,29000,,4020,53
19,15000,,4110,27
5,0,,,70
21,90000,3600,1700,49
16,33000,,3648,52
14,2000,,9620,17
10,,,,13
20,38000,,2000,35
16,35000,,9140,40
6,,,,9
19,100000,,430,36
21,0,3301,2340,35
3,,,,7
,,,,2
11,,,,14
21,7200,2304,2300,73
21,0,1100,,74
15,29000,,230,35
16,25000,,3930,32
16,0,,3600,27
16,0,,6355,25
16,0,,5260,22
19,0,,,46
16,1700,,6230,19
1,,,,6
16,30000,,6200,49
23,4000,6108,3420,24
19,30000,,4850,38
20,130000,,710,46
3,,,,6
23,0,5098,,75
16,75000,,110,37
19,9100,,230,33
6,,,,9
1,,,,5
,,,,1
16,0,,2000,63
21,0,6203,2720,26
21,31300,5007,2200,27
21,60000,5501,800,24
21,87000,2300,3820,38
20,55000,,3255,31
16,0,,136,63
18,0,,,84
21,0,2306,,64
16,32000,,5700,59
24,10000,5501,1800,69
21,24000,6107,3255,57
23,130000,6402,2100,58
22,125000,3600,150,58
22,97000,6109,2025,58
21,100000,1901,2920,59
19,50000,,2540,30
18,108000,,1540,56
21,65000,5507,3255,56
23,103000,3600,3060,46
14,0,,,16
24,80000,3301,110,43
24,110000,5007,1700,38
3,,,,6
2,,,,3
18,50000,,310,27
20,40000,,110,26
1,,,,3
24,0,5007,,84
21,0,3600,,81
16,48000,,4700,43
16,6000,,4720,31
19,12000,,4720,20
14,0,,4720,17
1,,,,3
1,,,,3
19,88000,,5120,54
18,60000,,6200,32
22,50000,5404,2010,29
16,400,,5350,49
17,31000,,5240,51
13,0,,,16
11,,,,14
18,0,,,64
18,57000,,800,35
8,0,,,18
21,78000,2102,1020,45
16,0,,,45
18,3000,,9640,18
11,,,,13
16,11000,,4920,66
16,0,,,78
22,140000,6200,160,46
22,120000,6107,5700,46
14,0,,,18
21,32000,6402,2320,63
19,28000,,8030,60
21,160000,5504,120,51
22,20000,2308,2720,52
24,150000,3600,230,52
16,58000,,5110,48
16,28600,,5700,52
22,160000,2407,1020,42
21,20000,5200,3255,42
9,,,,12
6,,,,10
5,,,,8
24,0,3600,,85
21,0,5098,,85
21,75000,3301,20,67
19,9000,,520,67
19,0,,1965,32
21,120000,6200,50,31
2,,,,5
1,,,,3
,,,,0
14,1000,,4120,17
21,35000,6203,820,55
21,110000,2400,1360,54
20,22800,,3955,23
22,94000,3600,4800,41
20,30000,,5610,41
23,60000,6102,3000,48
15,400,,4740,18
20,25000,,9620,56
6,33000,,4230,47
17,30000,,5400,23
1,,,,5
,,,,0
15,37000,,6440,24
9,25000,,6230,30
16,37000,,9130,45
14,180,,4720,19
9,,,,13
23,0,3600,,75
21,0,2304,,74
21,900,1501,1107,46
21,56000,1901,360,31
20,54000,,7340,57
21,37000,6105,3110,44
19,2000,,1550,19
12,0,,,16
8,,,,12
21,115000,3600,50,37
16,50000,,6230,36
,,,,2
18,0,,4510,22
24,0,5200,,82
18,90000,,630,41
16,120000,,430,43
16,0,,9920,18
12,0,,,15
20,50000,,3255,57
22,4600,6007,5400,24
22,58000,6107,2310,44
22,101000,3401,630,43
22,0,2313,,72
21,0,2405,10,75
16,0,,,61
16,0,,,51
8,,,,11
4,,,,7
23,179000,5003,5000,59
23,118000,6402,1220,60
19,40000,,4810,37
19,25000,,4240,41
10,,,,13
21,71000,3301,5700,41
22,50000,5203,420,37
21,70000,5506,430,39
16,31700,,3500,66
21,0,5200,,58
9,32000,,4210,31
1,0,,4230,33
8,33300,,4250,38
9,22100,,4210,30
19,19000,,4230,46
9,14000,,4230,33
21,56000,5102,3320,28
21,152000,2405,430,43
18,0,,,44
16,0,,,61
21,0,6203,430,56
21,15000,6203,7010,37
16,0,,,84
16,1100,,7750,34
16,35000,,9130,41
11,0,,,15
,,,,0
19,0,,,26
22,40000,5901,9310,41
22,20600,1903,2720,39
,,,,1
22,63000,2102,1650,35
21,0,6201,,66
15,0,,,80
18,65000,,5700,50
14,0,,6200,49
16,58000,,6260,30
18,0,,410,40
16,800,,4510,18
9,,,,12
24,130000,3401,1760,60
24,24000,5502,2850,65
21,42000,3600,1900,27
19,45000,,7315,28
,,,,2
,,,,0
21,4000,6203,5310,42
16,4000,,9620,43
16,6000,,9620,18
10,,,,14
8,,,,11
19,0,,,86
16,0,,,29
22,78000,2313,2310,62
22,123000,2304,230,61
16,32000,,136,24
13,11300,,4530,29
16,23000,,4520,55
16,37600,,4500,55
13,0,,,94
13,0,,,94
16,56000,,7300,47
20,6800,,5700,41
9,,,,11
3,,,,6
16,0,,,94
21,110000,6108,3050,65
16,11000,,4600,53
21,52000,5501,4240,31
22,30000,3301,1760,27
21,12000,6200,4760,26
21,60000,6201,800,25
16,0,,,18
13,0,,,15
,,,,0
11,0,,,27
16,0,,,75
22,76000,3301,2310,60
16,2500,,3955,18
21,0,5506,,69
21,110000,6203,430,59
16,80000,,4700,40
8,,,,11
2,,,,5
18,40000,,4700,29
19,81000,,430,32
16,0,,4600,37
,,,,1
22,68000,2100,1020,29
16,27000,,3645,46
16,4400,,7200,23
24,150000,6203,3060,48
21,0,6203,2310,47
21,0,4901,,19
22,40000,5505,1106,26
21,39900,5500,1820,62
16,2000,,7610,66
16,0,,,68
21,0,2304,,82
20,30000,,310,36
21,30000,6006,800,36
22,38000,5501,4710,42
12,0,,,15
16,0,,,68
19,0,,630,41
20,57000,,7010,39
6,,,,8
13,0,,,94
21,0,5503,3930,61
21,5000,2300,5310,59
19,0,,2720,23
15,0,,9130,60
16,6700,,5850,51
16,67000,,9130,55
24,58000,5404,5240,50
16,0,,9920,19
16,84000,,6355,37
20,0,,3630,33
5,,,,8
3,,,,6
2,,,,4
,,,,2
,,,,1
16,57000,,4850,63
19,68000,,740,41
19,7000,,4720,19
20,73000,,20,35
16,0,,,94
17,0,,6260,26
21,20000,2105,2340,54
22,85000,2314,140,54
16,26000,,6600,42
22,43000,6402,740,38
21,22000,1903,2920,38
2,,,,5
1,,,,3
,,,,1
12,0,,,86
14,0,,,38
16,0,,,56
16,50000,,9260,60
16,6000,,6440,38
6,,,,9
4,,,,7
2,,,,5
16,0,,4030,32
16,34000,,4700,40
19,14800,,3930,20
4,,,,7
20,22400,,4700,39
14,0,,,80
20,37100,,4620,61
16,17200,,4720,20
21,0,6200,110,62
19,50000,,5860,57
16,0,,,82
23,0,5501,2100,40
23,165000,5506,340,39
2,,,,6
2,,,,3
,,,,0
19,0,,4760,22
19,200,,4320,20
22,0,6203,9920,71
19,60000,,4700,34
21,50000,2300,4110,44
2,,,,5
20,25000,,4000,23
20,20000,,2630,23
20,0,,,85
22,120000,5505,430,47
22,60000,2601,430,47
14,800,,4060,17
12,0,,,15
22,45000,5403,2010,30
22,45000,2400,1320,31
22,0,2407,1300,38
23,0,6108,3050,38
2,,,,4
,,,,2
,,,,2
16,38000,,9810,45
16,0,,,72
16,22600,,4500,37
15,0,,,60
1,21600,,8320,67
21,0,3606,430,71
21,0,3600,,70
19,0,,,47
18,30000,,6355,33
21,25000,5200,4040,25
19,9000,,4110,56
19,21000,,4220,66
17,41000,,4050,62
1,16000,,4030,42
3,,,,6
1,,,,3
4,0,,,35
16,0,,,23
21,0,6107,5120,75
23,415000,3601,3060,74
18,65000,,1360,50
16,10100,,2340,19
16,27000,,7200,18
16,0,,,81
16,0,,,76
16,0,,4920,83
21,29000,1501,430,50
19,97000,,1107,65
21,0,3301,710,54
24,90000,2408,2630,35
22,18000,2407,1760,31
23,11000,6108,3050,85
17,0,,,73
13,30000,,6200,57
18,34000,,4200,60
13,30000,,6230,41
9,0,,,64
11,9100,,4220,85
16,80000,,700,50
17,0,,,52
16,0,,,82
19,11000,,9820,21
16,15000,,7100,23
16,0,,,85
22,69000,3402,2310,54
22,133000,2314,1006,49
7,,,,11
17,32000,,5120,64
16,0,,,47
22,84000,2105,1107,27
19,0,,5240,31
22,0,2304,,60
16,0,,,74
18,0,,,71
19,70000,,20,43
19,9000,,4720,18
10,,,,12
16,42000,,5700,46
19,0,,4850,76
16,0,,,73
20,12000,,8140,60
23,50000,5503,2100,35
18,0,,340,48
13,42000,,6320,58
13,0,,,51
19,85000,,7700,48
16,0,,,83
22,0,2300,,83
21,0,6002,2340,53
21,37600,6000,4650,50
21,58000,6201,800,26
21,54000,6207,5000,27
21,54000,6207,800,27
16,32000,,9130,50
18,46000,,5140,50
21,80000,5003,1050,59
21,45600,5501,230,61
16,4500,,2100,74
21,32000,2307,5700,54
20,0,,,83
19,0,,,78
16,5800,,5620,45
19,100000,,7010,61
18,39000,,5120,60
18,0,,6440,32
22,70000,6203,820,56
22,77000,3301,2850,39
19,0,,5320,70
21,52000,5507,4710,39
6,,,,9
5,,,,8
16,0,,4700,62
16,84000,,630,40
18,20000,,9610,32
12,0,,,25
,,,,2
4,,,,8
23,415000,3700,2100,52
21,0,6402,,49
13,0,,,18
13,0,,4600,16
11,,,,14
7,,,,10
5,,,,9
1,,,,3
16,53000,,4720,41
10,0,,,15
8,,,,12
17,0,,4965,65
21,84000,6200,10,65
12,0,,,56
19,36000,,5600,28
22,43000,2300,2200,60
22,50000,5404,2010,33
16,35000,,6440,30
1,,,,4
,,,,1
11,0,,,78
14,0,,9920,55
20,0,,4700,51
22,67000,1903,2310,53
21,4700,3600,5700,52
19,0,,5620,21
14,0,,8300,17
16,40300,,5400,68
14,36000,,7150,69
16,37000,,9130,53
20,22000,,2540,53
19,7800,,5820,19
19,87000,,2145,58
16,55000,,9130,54
16,0,,6230,28
21,55000,4901,6355,41
22,60000,2304,2310,37
13,0,,,16
10,,,,13
16,0,,,63
23,165000,6402,2100,47
21,35000,6004,2630,52
8,,,,11
14,12000,,4610,53
21,3900,2406,5310,75
20,10700,,2060,70
19,45000,,3655,39
22,94000,1401,430,36
,,,,0
23,78000,5506,20,35
16,0,,,42
16,0,,7810,21
14,0,,9920,19
18,29800,,5700,50
21,50000,2412,1530,27
21,92000,2408,1530,28
23,0,6106,3010,81
22,41000,6402,2550,57
23,35000,6402,410,55
15,2800,,9415,64
15,2800,,9130,23
16,100000,,6440,41
17,0,,,19
16,0,,,17
21,191000,6201,800,53
17,0,,9620,53
19,29000,,9620,23
19,5100,,4220,58
21,0,6203,2016,39
24,52000,3600,2200,46
,,,,1
19,0,,,72
19,53000,,430,39
16,80000,,7700,51
9,45000,,6420,45
16,5000,,4230,45
19,25000,,5610,22
4,,,,7
20,68000,,120,53
14,0,,,17
16,18600,,2900,19
16,2800,,4760,19
18,116000,,5700,41
16,78000,,7010,43
13,0,,,17
10,,,,14
19,40000,,6440,49
16,60000,,5840,42
12,,,,14
11,0,,,72
22,56000,5404,2010,66
22,0,6000,,86
16,29300,,4720,38
18,35400,,6240,32
8,,,,11
1,,,,4
,,,,2
23,415000,5506,2100,50
21,0,3301,,48
11,,,,14
8,,,,12
21,145000,6211,6200,50
16,0,,,48
13,0,,,16
16,47000,,5700,42
18,85000,,20,37
8,,,,11
4,,,,8
16,0,,9620,37
12,0,,,16
11,0,,,15
21,7000,6203,220,53
21,96000,2406,1020,54
18,0,,3420,45
13,0,,,90
16,0,,,77
18,50000,,5540,41
19,7000,,3955,19
17,5000,,4110,18
16,40000,,4010,45
19,0,,,61
19,18600,,4020,22
19,24000,,5320,18
19,57000,,3955,21
22,70000,6107,3255,46
22,48000,6203,350,49
13,0,,,67
15,0,,,73
16,3000,,4220,48
22,200,5200,2200,38
21,125000,3401,3820,40
18,7000,,4350,18
18,0,,3800,58
21,105000,6201,800,76
16,17800,,6355,27
16,8000,,4760,25
2,,,,5
16,78000,,120,45
19,0,,,80
16,50000,,5620,69
22,65000,2310,2010,69
18,0,,,62
16,0,,4950,57
21,0,3700,4950,27
16,0,,,63
16,19200,,1020,50
21,43000,5501,430,41
8,,,,12
20,0,,,25
21,100000,6203,1006,46
4,,,,7
19,10000,,5700,56
16,0,,,75
19,19000,,9360,59
18,0,,5120,49
2,,,,6
21,50000,2408,4250,58
17,23000,,4720,50
16,6500,,3400,56
18,0,,,58
16,65000,,5850,47
16,11200,,4220,52
16,0,,4020,28
16,0,,6240,24
5,,,,8
16,36000,,6230,46
19,10400,,4120,47
19,17000,,4720,19
11,0,,,15
9,,,,12
21,200,5506,2200,40
22,110000,5299,2550,45
7,,,,10
4,,,,7
16,0,,,80
19,48000,,7000,45
16,50000,,1920,36
16,0,,,32
5,,,,8
1,,,,4
21,60000,6206,800,58
20,6000,,7510,24
19,66000,,4600,45
12,0,,,16
11,,,,14
6,,,,9
19,0,,5860,45
19,12000,,4720,20
19,15000,,4700,19
19,0,,,52
21,0,6207,,70
19,0,,,70
22,240000,6402,20,56
22,83000,5501,120,56
21,99000,2414,1650,43
22,80000,5007,1020,32
5,,,,8
3,,,,7
21,0,3301,,61
21,100000,2408,1010,40
20,41600,,3255,40
14,0,,,17
12,0,,,15
10,,,,13
19,41900,,5120,52
13,1500,,6260,16
19,0,,5400,50
20,0,,310,35
23,415000,5506,2100,44
21,0,5506,,44
9,,,,12
5,,,,9
14,0,,4130,32
21,0,6200,4920,41
21,58000,5507,3820,54
22,71000,1901,230,54
19,0,,4940,23
19,0,,4940,21
14,0,,,16
21,47600,5501,910,30
19,50000,,5120,51
22,0,6402,,54
20,89000,,710,57
17,28000,,4610,61
19,97000,,8610,50
18,80000,,5000,44
16,0,,,25
21,750,5503,4760,22
22,8000,1902,2540,43
19,415000,,10,45
4,,,,8
18,40000,,5700,28
6,,,,9
6,,,,8
1,,,,3
24,3000,5007,710,66
22,85000,2300,230,64
16,32000,,3930,43
20,78000,,3255,44
17,4000,,4020,19
7,,,,10
7,,,,10
21,45000,6109,420,31
21,35000,6109,2010,26
16,0,,,59
21,4600,5200,5310,26
20,0,,4110,24
21,108000,4001,1220,34
16,115000,,4850,29
,,,,0
20,96000,,3255,57
16,0,,5010,54
16,15000,,310,24
,,,,1
16,32500,,4110,23
19,0,,,29
19,35000,,4720,32
6,,,,9
4,,,,7
3,,,,6
2,,,,5
1,,,,3
,,,,2
22,55000,6203,2310,30
22,24000,2406,1360,61
22,100000,6402,1650,62
21,145000,3700,1200,58
19,23000,,2010,31
19,50000,,6355,32
2,,,,6
,,,,2
16,0,,,24
19,0,,4700,35
16,50000,,5860,38
,,,,2
12,0,,,15
13,0,,,77
13,0,,,76
15,0,,,58
21,55000,2602,800,54
18,110000,,4700,58
11,2500,,4600,68
16,0,,6230,77
19,12700,,5860,64
14,0,,4020,19
16,0,,,57
16,36500,,4760,57
20,44500,,5410,42
19,101000,,1106,43
4,,,,7
16,0,,,79
14,8000,,5700,75
21,120000,6212,565,52
20,60000,,1006,49
22,47000,2307,2310,28
21,60000,6205,4850,31
21,90000,1903,2810,50
22,77000,2307,2310,50
14,500,,4130,17
20,74000,,5700,66
16,20000,,430,69
21,104000,5506,630,53
13,0,,,17
16,29000,,4220,57
16,16200,,4000,62
16,35000,,5400,34
6,,,,9
3,,,,6
15,10000,,4510,70
17,300,,6230,45
21,105000,2408,1320,42
19,50000,,630,36
3,,,,6
2,,,,5
,,,,2
16,0,,9620,19
21,15600,6211,4600,27
16,0,,,69
21,0,3301,,67
1,0,,,78
4,0,,4020,45
4,21000,,4250,71
21,112000,6201,430,45
16,42000,,4830,43
16,0,,7010,20
16,0,,,84
22,0,2300,800,68
23,100000,5200,3060,67
18,7000,,5100,81
22,65000,2602,3955,68
21,0,6000,2340,35
22,60000,6110,230,27
18,0,,2310,25
16,32000,,410,27
1,,,,3
,,,,2
,,,,0
21,16000,2901,2016,24
18,17000,,6260,28
,,,,0
16,80000,,5700,52
17,50000,,4320,54
19,35000,,5120,61
20,26000,,5700,41
16,30000,,6260,44
16,0,,,42
20,72000,,9130,40
16,0,,,18
16,1300,,4150,18
16,0,,,94
22,415000,2603,2825,57
22,0,5200,2600,53
21,0,3301,,83
16,45000,,6220,50
16,35000,,5700,50
22,0,6402,4810,70
16,0,,,70
16,0,,6200,63
19,82000,,425,60
20,20000,,4700,47
17,0,,4700,49
16,300,,8950,19
16,0,,,72
21,0,4001,,38
21,115000,2408,1530,43
11,,,,14
10,,,,13
5,,,,8
19,0,,,53
23,0,5506,2100,58
14,0,,9920,17
13,0,,,15
16,48000,,725,43
16,0,,,75
19,50000,,4220,57
14,0,,,63
10,0,,,88
21,94000,5507,820,56
16,0,,6260,26
16,0,,,79
22,69000,3606,1740,33
21,44500,6203,1550,30
16,0,,4150,63
21,27000,2310,2000,26
21,20000,2407,1107,32
14,0,,,27
12,0,,,37
16,0,,5400,64
13,0,,,67
16,18800,,4020,24
21,0,2400,6260,80
16,0,,,81
17,0,,205,36
16,48000,,430,33
16,35000,,3320,33
7,,,,10
,,,,2
21,89000,2408,430,63
21,18200,3401,4720,62
21,75000,2105,1030,31
16,18000,,4220,36
8,4000,,8800,41
9,12700,,4020,36
6,19200,,4020,42
12,27000,,4140,26
5,,,,9
,,,,2
16,16200,,4250,21
16,56000,,4250,28
16,56000,,4250,28
16,48000,,2540,24
19,75000,,310,49
20,25000,,9620,22
22,60000,1401,430,33
21,60000,1401,430,33
1,,,,3
17,70000,,7315,38
13,10000,,4050,38
13,0,,,16
10,,,,14
7,,,,11
17,0,,4720,57
16,34800,,7200,30
16,19700,,5820,26
1,,,,4
7,19800,,4030,34
2,,,,5
20,19700,,4030,34
11,0,,,94
18,68000,,1020,37
8,,,,11
5,,,,8
23,0,5003,,77
21,0,2313,,77
22,29000,6201,800,47
10,,,,13
9,,,,12
